wgi_glacier_id, glacier_name, lat, lon, total_area, mean_elev, snow_line_date 
GL2U1HB10033, ,69.76,-53.8,1.93, , 
GL2U1HB10034, ,69.75,-53.78,0.06, , 
GL2U1HB10035, ,69.78,-53.8,5.08, , 
GL2U1HB10036, ,69.78,-53.66,30.07, , 
GL2U1HB10037, ,69.75,-53.7,3.48, , 
GL2U1HB10040, ,69.71,-53.78,0.86, , 
GL2U1HB11004, ,69.68,-53.8,1.14, , 
GL2U1HB11010, ,69.6,-53.63,0.27, , 
GL2U1HB11013, ,69.7,-53.76,1.24, , 
GL2U1HB11014, ,69.7,-53.78,1.07, , 
GL2U1HB11015, ,69.71,-53.73,1.76, , 
GL2U1HB11016, ,69.73,-53.68,0.73, , 
GL2U1HB11020, ,69.71,-53.63,3.56, , 
GL2U1HB11021, ,69.7,-53.63,1.64, , 
GL2U1HB11022, ,69.7,-53.63,0.42, , 
GL2U1HB11023, ,69.7,-53.63,0.8, , 
GL2U1HB11024, ,69.68,-53.61,0.36, , 
GL2U1HB11026, ,69.68,-53.61,0.31, , 
GL2U1HB11027, ,69.7,-53.58,2.07, , 
GL2U1HB11028, ,69.71,-53.6,1.48, , 
GL2U1HB11029, ,69.75,-53.6,38.49, , 
GL2U1HB11030, ,69.76,-53.51,0.75, , 
GL2U1HB11031, ,69.75,-53.51,1.28, , 
GL2U1HB11032, ,69.75,-53.5,1.15, , 
GL2U1HB11033, ,69.75,-53.46,0.64, , 
GL2U1HB15009, ,69.75,-53.46,2.28, , 
GL2U1HB15010, ,69.75,-53.45,0.89, , 
GL2U1HB15011, ,69.76,-53.45,0.74, , 
GL2U1HB15012, ,69.76,-53.41,9.89, , 
GL2U1HB15013, ,69.8,-53.46,35.23, , 
GL2U1HB16073, ,69.4,-53.36,1.55, , 
GL2U1HB16074, ,69.41,-53.36,0.44, , 
GL2U1HB16078, ,69.41,-53.4,1.53, , 
GL2U1HB17007, ,69.4,-53.63,1.3, , 
GL2U1HB17008, ,69.41,-53.63,0.86, , 
GL2U1HB17009, ,69.41,-53.65,0.57, , 
GL2U1HB17010, ,69.41,-53.66,0.62, , 
GL2U1HB17012, ,69.41,-53.7,0.41, , 
GL2U1HB18009, ,69.41,-53.98,0.62, , 
GL2U1HC03008, ,69.78,-54.18,8.05, , 
GL2U1HC03010, ,69.76,-54.21,3.32, , 
GL2U1HC03011, ,69.76,-54.28,3.17, , 
GL2U1HC03013, ,69.76,-54.33,3.91, , 
GL2U1HC04004, ,69.73,-54.35,1.12, , 
GL2U1HC04005, ,69.73,-54.28,1.14, , 
GL2U1HC04006, ,69.73,-54.26,0.78, , 
GL2U1HC04007, ,69.75,-54.25,0.62, , 
GL2U1HC04008, ,69.75,-54.23,0.54, , 
GL2U1HC04011, ,69.75,-54.2,0.73, , 
GL2U1HC04012, ,69.75,-54.16,1.21, , 
GL2U1HC04013, ,69.76,-54.15,0.9, , 
GL2U1HC04014, ,69.76,-54.13,0.77, , 
GL2U1HC04015, ,69.75,-54.11,0.46, , 
GL2U1HC04016, ,69.75,-54.11,0.34, , 
GL2U1HC04017, ,69.73,-54.11,1.4, , 
GL2U1HC04018, ,69.73,-54.11,1.41, , 
GL2U1HC05003, ,69.63,-54.38,0.67, , 
GL2U1HC05004, ,69.63,-54.43,4.17, , 
GL2U1HC05006, ,69.63,-54.46,1.65, , 
GL2U1HD04003, ,70.06,-54.4,1.15, , 
GL2U1HD06007, ,70.06,-54.28,0.73, , 
GL2U1HD06040, ,69.86,-53.45,0.76, , 
GL2U1HD06041, ,69.85,-53.5,33.68, , 
GL2U1HD06042, ,69.85,-53.61,5.39, , 
GL2U1HD06044, ,69.86,-53.63,0.15, , 
GL2U1HD06046, ,69.86,-53.7,4.48, , 
GL2U1HD06048, ,69.86,-53.76,6.15, , 
GL2U1HD06051, ,69.88,-53.8,5.76, , 
GL2U1HD06053, ,69.9,-53.85,3.25, , 
GL2U1HD07018, ,69.86,-53.9,7.54, , 
GL2U1HD07019, ,69.86,-53.9,0.18, , 
GL2U1HD07020, ,69.86,-53.9,0.57, , 
GL2U1HD07021, ,69.85,-53.8,0.67, , 
GL2U1HD07028, ,69.81,-53.78,28.97, , 
GL2U1HD07032, ,69.8,-53.88,3.82, , 
GL2U1HD07040, ,69.78,-54.11,8.16, , 
GL2U1HD07048, ,69.88,-54.26,0.42, , 
GL2U1HE01037, ,69.83,-52.8,0.12, , 
GL2U1HE03002, ,70,-53.1,2.82, , 
GL2U1HE03003, ,70.01,-53.16,19.59, , 
GL2U1HE03004, ,70.01,-53.11,1.22, , 
GL2U1HE05001, ,70.1,-53.18,0.35, , 
GL2U1HE06001, ,70.05,-53.25,25.91, , 
GL2U1HE09002, ,70.16,-53.6,11.85, , 
GL2U1HE09003, ,70.16,-53.66,0.38, , 
GL2U1HE09014, ,70.13,-53.55,8.89, , 
GL2U1HE09022, ,70,-53.26,7.1, , 
GL2U1HE09024, ,69.98,-53.28,1.3, , 
GL2U1HE09025, ,69.98,-53.23,3.29, , 
GL2U1HE09028, ,69.98,-53.18,2.57, , 
GL2U1HE09030, ,69.96,-53.15,0.37, , 
GL2U1HE09031, ,69.98,-53.13,0.86, , 
GL2U1HE09032, ,69.98,-53.05,0.77, , 
GL2U1HE09033, ,69.96,-53,1.54, , 
GL2U1HE09051, ,69.95,-53.46,10.51, , 
GL2U1HE09055, ,69.95,-53.45,0.12, , 
GL2U1HE09058, ,69.98,-53.45,0.76, , 
GL2U1HE09059, ,69.96,-53.48,6.63, , 
GL2U1HE09060, ,70,-53.43,0.25, , 
GL2U1HE09061, ,70,-53.51,2.97, , 
GL2U1HE09078, ,70,-53.66,16.88, , 
GL2U1HE09079, ,70,-53.65,1.12, , 
GL2U1HE09082, ,70.03,-53.76,0.41, , 
GL2U1HE09090, ,70.05,-53.95,7.16, , 
GL2U1HE09121, ,70.26,-54.1,2.22, , 
GL2U1HE10003, ,70.23,-54.18,1.82, , 
GL2U1HE10004, ,70.21,-54.16,1.8, , 
GL2U1HE11001, ,70.21,-54.28,1.36, , 
GL2U1IA02061, ,70.63,-52.95,1.02, , 
GL2U1IA02062, ,70.61,-52.88,17.81, , 
GL2U1IA02063, ,70.6,-52.85,2.54, , 
GL2U1IA02064, ,70.58,-52.78,3.45, , 
GL2U1IA02065, ,70.56,-52.76,0.96, , 
GL2U1IA02068, ,70.53,-52.8,1.08, , 
GL2U1IA02070, ,70.51,-52.81,1.92, , 
GL2U1IA02071, ,70.5,-52.78,0.67, , 
GL2U1IA02072, ,70.5,-52.7,0.17, , 
GL2U1IA02073, ,70.5,-52.66,1.3, , 
GL2U1IA02074, ,70.5,-52.66,0.49, , 
GL2U1IA02075, ,70.5,-52.63,0.76, , 
GL2U1IA02076, ,70.48,-52.6,0.86, , 
GL2U1IA02077, ,70.5,-52.48,0.72, , 
GL2U1IA02080, ,70.53,-52.46,1.21, , 
GL2U1IA02216, ,70.15,-51.83,0.8, , 
GL2U1IA02217, ,70.15,-51.86,1.83, , 
GL2U1IA02218, ,70.18,-51.95,0.54, , 
GL2U1IA02219, ,70.18,-51.93,1.63, , 
GL2U1IA02220, ,70.2,-51.95,1.08, , 
GL2U1IA02221, ,70.2,-51.96,1.38, , 
GL2U1IA02222, ,70.21,-51.98,0.5, , 
GL2U1IA02230, ,70.35,-52.41,2.54, , 
GL2U1IA02231, ,70.35,-52.45,0.66, , 
GL2U1IA02232, ,70.36,-52.41,0.6, , 
GL2U1IA02233, ,70.33,-52.48,4.77, , 
GL2U1IA02234, ,70.36,-52.51,1.94, , 
GL2U1IA02235, ,70.36,-52.53,0.44, , 
GL2U1IA02236, ,70.36,-52.56,2.15, , 
GL2U1IA02237, ,70.36,-52.58,0.56, , 
GL2U1IA02240, ,70.36,-52.65,0.97, , 
GL2U1IB21003, ,70.43,-51.63,1.12, , 
GL2U1IB22001, ,70.45,-51.66,0.26, , 
GL2U1IB29005, ,70.55,-52.45,2.05, , 
GL2U1IB29007, ,70.58,-52.45,1, , 
GL2U1IB30001, ,70.58,-52.46,1.61, , 
GL2U1IB30003, ,70.58,-52.55,62.18, , 
GL2U1IB30004, ,70.58,-52.58,1.54, , 
GL2U1IB30005, ,70.56,-52.5,0.37, , 
GL2U1IB33003, ,70.66,-52.75,0.49, , 
GL2U1IB33004, ,70.68,-52.78,11.11, , 
GL2U1IB33005, ,70.68,-52.83,11.68, , 
GL2U1IB34003, ,70.71,-52.96,1.11, , 
GL2U1IB34004, ,70.71,-53,5, , 
GL2U1IB40012, ,70.65,-53.5,2.13, , 
GL2U1IB40013, ,70.65,-53.53,1.62, , 
GL2U1IB40022, ,70.66,-53.75,2.7, , 
GL2U1IB40023, ,70.65,-53.75,0.56, , 
GL2U1IB40024, ,70.63,-53.8,8.3, , 
GL2U1IB40025, ,70.61,-53.83,1.56, , 
IN5O207DA305, ,27.752,92.42,0.96, , 
IT4L01024006, ADAMELLO,46.147,10.525,6.72,3160,19830900
MX2I40001006, La Cabeza,19.178,-98.643,0.014,5050, 
NO4A000C0003, AV HOGTU /HELGAA,66.418,13.608,0.56, ,19620731
NO4A000C2006, AV SVI W / MELFD,66.582,13.789,5.88, ,19680825
NO4A000C2019, AV HOGTU / MELFD,66.469,13.644,2.92, ,19620731
NO4A000C5003, / TVERA,66.775,13.915,0.17, ,19680825
NO4A000C5004, / TVERA,66.764,13.944,0.24, ,19680825
NO4A000C5005, / TVERA,66.76,13.939,0.54, ,19680825
NO4A000C7002, /FYKANA,66.762,14.361,1.43, ,19680825
NO4A000C7003, /FYKANA,66.76,14.336,0.9, ,19680825
NO4A000C7009, /FYKANA,66.705,14.283,0.23, ,19680825
NO4A000C7011, /FYKANA,66.708,14.275,0.1, ,19680825
NO4A000C7019, /FYKANA,66.765,13.983,0.74, ,19680825
NO4A000C7020, /FYKANA,66.764,13.958,0.8, ,19680825
NO4A000CT015, /VEFSNA,65.36,13.783,0.88, ,19590727
NO4A000CU008, / FUSTA,65.779,13.672,0.11, ,19650721
NO4A000CV012, / ROSSA,65.963,14.217,0.13, ,19650718
NO4A000CV027, / ROSSA,65.742,14.224,0.02, ,19700813
NO4A000CV029, / ROSSA,65.738,14.203,0.01, ,19700813
NO4A000CV031, / ROSSA,65.736,14.295,0.02, ,19700813
NO4A000CW001, /BJERKA,66.022,14.337,0.48, ,19620731
NO4A000CX001, AV HOGTU /LANGVA,66.414,13.633,0.79, ,19620731
NO4A000CX005, AV HOGTU /LANGVA,66.439,13.7,1.06, ,19620731
NO4A000CX013, AV SVI W /LANGVA,66.57,13.894,0.15, ,19680825
NO4A000CY002, /RANELV,66.489,14.572,2.83, ,19670923
NO4A000CY003, /RANELV,66.461,14.633,0.24, ,19670923
NO4A000CY017, /RANELV,66.501,14.583,0.16, ,19680825
NO4A000CY019, /RANELV,66.501,14.55,0.13, ,19680825
NO4A000CY029, /RANELV,66.542,14.822,0.64, ,19680825
NO4A000CY030, /RANELV,66.547,14.817,0.52, ,19680825
NO4A000CY033, /RANELV,66.59,14.795,0.4, ,19680825
NO4A000CY034, /RANELV,66.583,14.781,2.6, ,19680825
NO4A000CY041, /RANELV,66.271,15.078,0.46, ,19650718
NO4A000CY042, /RANELV,66.313,15.008,0.14, ,19620731
NO4A000D0001, /NIINGN,68.58,16.983,1.12, ,19640724
NO4A000DE020, /BEIARE,66.792,14.417,0.26, ,19680825
NO4A000DE037, /BEIARE,66.92,14.611,0.05, ,19670923
NO4A000DE064, /BEIARE,66.985,14.347,0.03, ,19670923
NO4A000DG001, /SALTDL,66.921,15.733,0.78, ,19500823
NO4A000DG003, /SALTDL,66.895,15.628,0.25, ,19500823
NO4A000DG005, /SALTDL,66.889,15.628,0.17, ,19500823
NO4A000DG006, /SALTDL,66.922,15.745,0.9, ,19500823
NO4A000DG007, /SALTDL,66.817,15.885,0.13, ,19500823
NO4A000DG019, /SALTDL,66.675,15.231,0.24, ,19680825
NO4A000DG023, /SALTDL,66.772,15.222,0.23, ,19680825
NO4A000DH014, /SULITJ,67.179,16.194,0.06, ,19500823
NO4A000DH018, /SULITJ,67.128,16.283,0.12, ,19500823
NO4A000DI001, /  SISO,67.406,15.892,0.02, ,19610827
NO4A000DI002, /  SISO,67.399,15.92,0.09, ,19610827
NO4A000DI004, /  SISO,67.401,15.947,0.1, ,19610827
NO4A000DI009, /  SISO,67.354,15.911,0.02, ,19610827
NO4A000DI011, /  SISO,67.365,15.883,0.03, ,19610827
NO4A000DI012, /  SISO,67.368,15.885,0.04, ,19610827
NO4A000DI013, /  SISO,67.361,15.856,0.06, ,19610827
NO4A000DI014, /  SISO,67.353,15.867,0.08, ,19610827
NO4A000DI017, /  SISO,67.325,16.078,0.08, ,19610827
NO4A000DI018, /  SISO,67.33,16.075,0.03, ,19610827
NO4A000DI023, /  SISO,67.295,16.014,0.09, ,19610827
NO4A000DI029, /  SISO,67.29,15.835,0.07, ,19610827
NO4A000DI030, /  SISO,67.304,15.844,0.68, ,19610827
NO4A000DI031, /  SISO,67.303,15.828,0.08, ,19610827
NO4A000DJ003, / LAKSA,67.428,16.031,0.03, ,19610827
NO4A000DJ004, AV DUOLP / LAKSA,67.406,16,0.64, ,19610827
NO4A000DJ005, / LAKSA,67.403,15.964,0.03, ,19610827
NO4A000DJ007, / LAKSA,67.407,15.958,0.07, ,19610827
NO4A000DJ008, / LAKSA,67.404,15.95,0.2, ,19610827
NO4A000DJ010, / LAKSA,67.406,15.936,0.04, ,19610827
NO4A000DJ013, / LAKSA,67.41,15.9,0.04, ,19610827
NO4A000DK008, AV VEIKD /KOBBEV,67.625,16.167,2.96, ,19710823
NO4A000DM004, /MORSVF,67.729,15.622,0.06, ,19670814
NO4A000DO002, /SAGELV,67.776,15.878,0.04, ,19650926
NO4A000DP002, /HLMOFD,67.764,16.225,0.71, ,19650926
NO4A000DQ005, /AUSTDL,68.132,16.92,0.62, ,19650927
NO4A000DT007, /STORVD,68.258,17.142,0.17, ,19610822
NO4A000DU002, /SKJMFD,68.3,17.414,0.04, ,19670921
NO4A000DW009, /SKJOMA,68.217,17.872,0.17, ,19600918
NO4A000DW026, /SKJOMA,68.303,17.825,0.03, ,19600918
NO4A000DW034, CAINHAVA /SKJOMA,68.107,18.001,0.71, ,19600919
NO4A000DW044, /SKJOMA,68.14,17.858,0.17, ,19600918
NO4A000DW046, /SKJOMA,68.156,17.839,0.08, ,19600918
NO4A000DW047, /SKJOMA,68.15,17.814,0.02, ,19600918
NO4A000DW055, /SKJOMA,68.125,17.728,0.04, ,19600918
NO4A000DW057, /SKJOMA,68.132,17.817,0.31, ,19600918
NO4A000DW061, /SKJOMA,68.071,17.908,0.05, ,19600918
NO4A000DW063, /SKJOMA,68.075,17.921,0.06, ,19600918
NO4A000DW064, /SKJOMA,68.079,18.006,0.04, ,19600919
NO4A000DW067, /SKJOMA,68.006,17.792,0.02, ,19600918
NO4A000DW068, /SKJOMA,68.008,17.795,0.02, ,19600918
NO4A000DW076, /SKJOMA,68.042,17.672,0.16, ,19600918
NO4A000DX001, /HAKVIK,68.303,17.546,0.05, ,19600919
NO4A000DX002, /HAKVIK,68.301,17.533,0.06, ,19600919
NO4A000DX007, /HAKVIK,68.301,17.433,0.13, ,19670921
NO4A000DZ002, /ROMBKE,68.292,18.047,0.08, ,19600918
NO4A000EB012, /MALSEV,69.024,20.036,0.22, ,19530816
NO4A000EG005, /ULLSFD,69.814,20.189,0.17, ,19520730
NO4A000EG025, /ULLSFD,69.676,20.069,0.06, ,19530715
NO4A000EG032, /ULLSFD,69.607,20.105,0.38, ,19530715
NO4A000EG052, /ULLSFD,69.463,19.778,0.07, ,19530816
NO4A000EG062, /ULLSFD,69.4,19.806,0.09, ,19560816
NO4A000EG069, /ULLSFD,69.379,19.819,0.14, ,19530816
NO4A000EG087, /ULLSFJ,69.521,19.553,0.56, ,19520731
NO4A000EH011, AV NOAMJ /LYNGEN,69.564,20.772,0.24, ,19540712
NO4A000EH012, AV NOAMJ /LYNGEN,69.561,20.783,0.15, ,19540712
NO4A000EH028, /KITDAL,69.267,20.117,0.54, ,19530816
NO4A000EH052, /LYNGEN,69.389,19.9,0.1, ,19530816
NO4A000EH068, /LYNGEN,69.48,19.922,0.3, ,19560816
NO4A000EH076, /LYNGEN,69.504,19.98,0.14, ,19560816
NO4A000EH089, /LYNGEN,69.728,20.217,0.07, ,19530715
NO4A000EH100, /LYNGEN,69.84,20.289,0.22, ,19520730
NO4A000EH101, /LYNGEN,69.847,20.303,0.22, ,19520730
NO4A000EM006, /REISAE,69.719,21.414,0.12, ,19530816
NO4A000EN007, /REISAF,69.704,21.539,0.86, ,19530715
NO4A000EN010, /REISAF,69.762,21.536,0.63, ,19540713
NO4A000EN013, /REISAF,69.771,21.525,0.58, ,19540713
NO4A000EP006, /JOKLFD,70.146,22.067,0.16, ,19660711
NO4A000EQ001, /BJORNV,70.096,21.722,0.88, ,19660711
NO4A000ER002, AV LANGF /REINFD,70.128,21.692,0.41, ,19660711
NO4A000ER003, AV LANGF /REINFD,70.124,21.717,1, ,19660711
NO4A000EW002, /SEILAN,70.44,23.083,0.44, ,19700814
NO4A000EW003, /SEILAN,70.43,23.089,0.16, ,19700814
NO4A000EW004, /SEILAN,70.43,23.108,0.09, ,19700814
NO4A000EW013, /SEILAN,70.401,23.333,0.26, ,19700814
NO4B000E2011, /SITASJ,68.074,16.98,0.98, ,19650927
NO4B000E2029, /SITASJ,68.154,17.211,0.46, ,19600918
NO4B000E2030, /SITASJ,68.16,17.197,0.04, ,19600918
NO4B000E2031, /SITASJ,68.151,17.197,0.05, ,19600918
NO4B000E4025, /VIRIHA,67.208,16.178,0.03, ,19610827
NO4B000E4026, /VIRIHA,67.211,16.183,0.02, ,19610827
NO4B000E4027, /VIRIHA,67.211,16.167,0.03, ,19610827
NO4B000E4029, /VIRIHA,67.217,16.183,0.03, ,19610827
NO4B000E4033, /VIRIHA,67.293,16.2,0.05, ,19610827
NO4B000E4034, /VIRIHA,67.283,16.172,0.1, ,19610827
NO4B000E4035, /VIRIHA,67.292,16.175,0.06, ,19610827
NO4B000E4038, /VIRIHA,67.297,16.125,0.06, ,19610827
NO4B000E4040, /VIRIHA,67.303,16.103,0.08, ,19610827
NO4B000E4042, /VIRIHA,67.33,16.161,0.05, ,19610827
NO4B000E4043, AV DUOLP /VIRIHA,67.421,16.097,2.15, ,19650822
NO4B000EY012, /O ABIS,68.3,18.068,0.03, ,19600918
NO4B000EY013, /O ABIS,68.303,18.065,0.02, ,19600918
NO4W01690015, KRONGLEISEN,79.8,16.333,7.8,390, 
NO4W01690017, HEIFONNA,79.883,16.467,18.2,250, 
NO4W02510001, U/Platenhalv¬y N,80.422,23.167,11.2,330, 
NZ6B893A0030, PERTH,-43.335,170.706,2.044,1920, 
NZ6B89700052, LAMBERT,-43.313,170.758,9.321,1810, 
NZ6B89700066, ,-43.292,170.705,0.32,1770, 
PE1D371GFB01, COPAP,-9.283,-77.33,13.76,5115, 
SE4A000DW066, /SKJOMA,67.993,17.808,0.02, ,19600918
ID5A01000001, ,-4.8,140.333,0.2,4600, 
ID5A01601001, ,-4.05,137.033,0.2,4650, 
SE4A000DW070, /SKJOMA,68.021,17.714,0.43, ,19600918
SE4A000DW072, /SKJOMA,68.026,17.692,0.06, ,19600918
SE4A000DW073, /SKJOMA,68.025,17.678,0.05, ,19600918
SE4B000E4013, /VIRIHA,67.154,16.475,0.08, ,19650902
SE4B000E4022, AV ALMAI /VIRIHA,67.267,16.383,9.02, ,19640811
SE4B000E4023, AV ALMAI /VIRIHA,67.283,16.403,3.13, ,19640811
SE4B000E4044, AV DUOLP /VIRIHA,67.425,16.119,0.66, ,19650817
SE4B000E7005, /LAPPVI,67.575,18.278,2.8, ,19590802
